"id","age","x","a_i","b_i","c_i","height","height_pop","y","nsim"
"1",9,-4.5,-1.67218780950967,0.0884266041230287,0.590771344532465,100.321108393392,128.684667116509,100.487058971605,1
"1",9.47368421052632,-4.02631578947368,-1.67218780950967,0.0884266041230287,0.590771344532465,105.700874827887,131.664519057453,105.555366636503,1
"1",9.94736842105263,-3.55263157894737,-1.67218780950967,0.0884266041230287,0.590771344532465,111.080641262381,134.644370998397,110.918877295309,1
"1",10.4210526315789,-3.07894736842105,-1.67218780950967,0.0884266041230287,0.590771344532465,116.460407696875,137.624275779222,116.323912223887,1
"1",10.8947368421053,-2.60526315789474,-1.67218780950967,0.0884266041230287,0.590771344532465,121.84017413137,140.639540611574,121.38065854247,1
"1",11.3684210526316,-2.13157894736842,-1.67218780950967,0.0884266041230287,0.590771344532465,127.219940565864,143.821767672633,126.730832115073,1
"1",11.8421052631579,-1.65789473684211,-1.67218780950967,0.0884266041230287,0.590771344532465,132.599707000358,147.318849842012,132.759313411959,1
"1",12.3157894736842,-1.18421052631579,-1.67218780950967,0.0884266041230287,0.590771344532465,137.9925399829,151.245340086149,138.057594639734,1
"1",12.7894736842105,-0.710526315789474,-1.67218780950967,0.0884266041230287,0.590771344532465,143.799858735365,155.300625626312,143.374688367142,1
"1",13.2631578947368,-0.236842105263158,-1.67218780950967,0.0884266041230287,0.590771344532465,150.766070782851,158.902534310577,150.763688793544,1
"1",13.7368421052632,0.236842105263158,-1.67218780950967,0.0884266041230287,0.590771344532465,157.532294636753,161.527868011314,157.623224864993,1
"1",14.2105263157895,0.710526315789473,-1.67218780950967,0.0884266041230287,0.590771344532465,161.41266035604,163.21874951527,161.374555840071,1
"1",14.6842105263158,1.18421052631579,-1.67218780950967,0.0884266041230287,0.590771344532465,163.225174801664,164.310717976133,162.975215785722,1
"1",15.1578947368421,1.65789473684211,-1.67218780950967,0.0884266041230287,0.590771344532465,164.343612289528,165.11227914445,164.383965282421,1
"1",15.6315789473684,2.13157894736842,-1.67218780950967,0.0884266041230287,0.590771344532465,165.12438906029,165.743415921176,165.246462273232,1
"1",16.1052631578947,2.60526315789474,-1.67218780950967,0.0884266041230287,0.590771344532465,165.745915706254,166.249985742307,165.920718337187,1
"1",16.5789473684211,3.07894736842105,-1.67218780950967,0.0884266041230287,0.590771344532465,166.328068469216,166.674326323896,166.553922307161,1
"1",17.0526315789474,3.55263157894737,-1.67218780950967,0.0884266041230287,0.590771344532465,166.909965102876,167.043021005462,167.134132555201,1
"1",17.5263157894737,4.02631578947368,-1.67218780950967,0.0884266041230287,0.590771344532465,167.491861736535,167.378015967859,167.467472361184,1
"1",18,4.5,-1.67218780950967,0.0884266041230287,0.590771344532465,168.073758370195,167.700890435359,167.742249644312,1
"2",9,-4.5,-7.73530063938712,-2.4596453725536,0.261457979044632,131.523047304261,128.684667116509,131.480895421972,1
"2",9.47368421052632,-4.02631578947368,-7.73530063938712,-2.4596453725536,0.261457979044632,135.575260000079,131.664519057453,135.758690171557,1
"2",9.94736842105263,-3.55263157894737,-7.73530063938712,-2.4596453725536,0.261457979044632,140.119862035259,134.644370998397,139.798453023262,1
"2",10.4210526315789,-3.07894736842105,-7.73530063938712,-2.4596453725536,0.261457979044632,145.32205368502,137.624275779222,145.531896287318,1
"2",10.8947368421053,-2.60526315789474,-7.73530063938712,-2.4596453725536,0.261457979044632,150.311040623136,140.639540611574,150.310541826986,1
"2",11.3684210526316,-2.13157894736842,-7.73530063938712,-2.4596453725536,0.261457979044632,153.875862648136,143.821767672633,153.812936494485,1
