"id","age","x","a_i","b_i","c_i","height","height_pop","y","nsim"
"1",9,-4.5,-9.3138808190794,0.537444665224205,-0.285367777393011,124.747357359916,128.684667116509,124.971063450494,1
"1",9.47368421052632,-4.02631578947368,-9.3138808190794,0.537444665224205,-0.285367777393011,126.9874244977,131.664519057453,127.000875021615,1
"1",9.94736842105263,-3.55263157894737,-9.3138808190794,0.537444665224205,-0.285367777393011,129.229544767083,134.644370998397,128.549350034573,1
"1",10.4210526315789,-3.07894736842105,-9.3138808190794,0.537444665224205,-0.285367777393011,131.508935056089,137.624275779222,131.737947431616,1
"1",10.8947368421053,-2.60526315789474,-9.3138808190794,0.537444665224205,-0.285367777393011,133.887651841215,140.639540611574,134.249806544948,1
"1",11.3684210526316,-2.13157894736842,-9.3138808190794,0.537444665224205,-0.285367777393011,136.428522120937,143.821767672633,136.638404836215,1
"1",11.8421052631579,-1.65789473684211,-9.3138808190794,0.537444665224205,-0.285367777393011,139.19437289373,147.318849842012,139.85288567841,1
"1",12.3157894736842,-1.18421052631579,-9.3138808190794,0.537444665224205,-0.285367777393011,142.203341331893,151.245340086149,142.248485977312,1
"1",12.7894736842105,-0.710526315789474,-9.3138808190794,0.537444665224205,-0.285367777393011,145.266039890764,155.300625626312,144.911355803525,1
"1",13.2631578947368,-0.236842105263158,-9.3138808190794,0.537444665224205,-0.285367777393011,148.132887630251,158.902534310577,148.67931264691,1
"1",13.7368421052632,0.236842105263158,-9.3138808190794,0.537444665224205,-0.285367777393011,150.554347408618,161.527868011314,150.984667132433,1
"1",14.2105263157895,0.710526315789473,-9.3138808190794,0.537444665224205,-0.285367777393011,152.365894082651,163.21874951527,152.338454706518,1
"1",14.6842105263158,1.18421052631579,-9.3138808190794,0.537444665224205,-0.285367777393011,153.661988372617,164.310717976133,153.923113349243,1
"1",15.1578947368421,1.65789473684211,-9.3138808190794,0.537444665224205,-0.285367777393011,154.586232215438,165.11227914445,154.301335484392,1
"1",15.6315789473684,2.13157894736842,-9.3138808190794,0.537444665224205,-0.285367777393011,155.281966936546,165.743415921176,155.105128814003,1
"1",16.1052631578947,2.60526315789474,-9.3138808190794,0.537444665224205,-0.285367777393011,155.85480924238,166.249985742307,156.305814814692,1
"1",16.5789473684211,3.07894736842105,-9.3138808190794,0.537444665224205,-0.285367777393011,156.333517979974,166.674326323896,155.76089883063,1
"1",17.0526315789474,3.55263157894737,-9.3138808190794,0.537444665224205,-0.285367777393011,156.737498801849,167.043021005462,156.802244444868,1
"1",17.5263157894737,4.02631578947368,-9.3138808190794,0.537444665224205,-0.285367777393011,157.086069597698,167.378015967859,156.494287201633,1
"1",18,4.5,-9.3138808190794,0.537444665224205,-0.285367777393011,157.394542256831,167.700890435359,157.562873350622,1
"2",9,-4.5,-7.05824255223995,-0.910809725042584,-0.0276961083376532,128.070860327676,128.684667116509,127.925430265946,1
"2",9.47368421052632,-4.02631578947368,-7.05824255223995,-0.910809725042584,-0.0276961083376532,130.969769420674,131.664519057453,131.265529277571,1
"2",9.94736842105263,-3.55263157894737,-7.05824255223995,-0.910809725042584,-0.0276961083376532,133.914421658153,134.644370998397,134.020774936208,1
"2",10.4210526315789,-3.07894736842105,-7.05824255223995,-0.910809725042584,-0.0276961083376532,137.032156199902,137.624275779222,136.985957014425,1
"2",10.8947368421053,-2.60526315789474,-7.05824255223995,-0.910809725042584,-0.0276961083376532,140.459074405651,140.639540611574,140.426369059978,1
"2",11.3684210526316,-2.13157894736842,-7.05824255223995,-0.910809725042584,-0.0276961083376532,144.293746015391,143.821767672633,144.618800113916,1
"2",11.8421052631579,-1.65789473684211,-7.05824255223995,-0.910809725042584,-0.0276961083376532,148.237565924636,147.318849842012,148.328713004752,1
"2",12.3157894736842,-1.18421052631579,-7.05824255223995,-0.910809725042584,-0.0276961083376532,151.753121543224,151.245340086149,151.53357981314,1
"2",12.7894736842105,-0.710526315789474,-7.05824255223995,-0.910809725042584,-0.0276961083376532,154.350681696607,155.300625626312,154.354506091524,1
"2",13.2631578947368,-0.236842105263158,-7.05824255223995,-0.910809725042584,-0.0276961083376532,156.047357112077,158.902534310577,155.998793564997,1
"2",13.7368421052632,0.236842105263158,-7.05824255223995,-0.910809725042584,-0.0276961083376532,157.150791543075,161.527868011314,157.195702003695,1
"2",14.2105263157895,0.710526315789473,-7.05824255223995,-0.910809725042584,-0.0276961083376532,157.954743453858,163.21874951527,157.733233074388,1
"2",14.6842105263158,1.18421052631579,-7.05824255223995,-0.910809725042584,-0.0276961083376532,158.59076712403,164.310717976133,158.683307856357,1
"2",15.1578947368421,1.65789473684211,-7.05824255223995,-0.910809725042584,-0.0276961083376532,159.101799825652,165.11227914445,159.503255669474,1
"2",15.6315789473684,2.13157894736842,-7.05824255223995,-0.910809725042584,-0.0276961083376532,159.528368272251,165.743415921176,159.767526672536,1
"2",16.1052631578947,2.60526315789474,-7.05824255223995,-0.910809725042584,-0.0276961083376532,159.897667548781,166.249985742307,160.040156681941,1
"2",16.5789473684211,3.07894736842105,-7.05824255223995,-0.910809725042584,-0.0276961083376532,160.229953108334,166.674326323896,159.868752602259,1
"2",17.0526315789474,3.55263157894737,-7.05824255223995,-0.910809725042584,-0.0276961083376532,160.545405017569,167.043021005462,159.855139675451,1
"2",17.5263157894737,4.02631578947368,-7.05824255223995,-0.910809725042584,-0.0276961083376532,160.858913172944,167.378015967859,160.912659732633,1
"2",18,4.5,-7.05824255223995,-0.910809725042584,-0.0276961083376532,161.17242132832,167.700890435359,161.191725574096,1
"3",9,-4.5,5.65192492302749,-0.00897177245905622,-0.155061416644339,138.966146728526,128.684667116509,138.777418238642,1
"3",9.47368421052632,-4.02631578947368,5.65192492302749,-0.00897177245905622,-0.155061416644339,141.517980427529,131.664519057453,141.002237514415,1
"3",9.94736842105263,-3.55263157894737,5.65192492302749,-0.00897177245905622,-0.155061416644339,144.07133651428,134.644370998397,144.058066273475,1
"3",10.4210526315789,-3.07894736842105,5.65192492302749,-0.00897177245905622,-0.155061416644339,146.669980592563,137.624275779222,146.5829766134,1
"3",10.8947368421053,-2.60526315789474,5.65192492302749,-0.00897177245905622,-0.155061416644339,149.40437613155,140.639540611574,149.529720091732,1
"3",11.3684210526316,-2.13157894736842,5.65192492302749,-0.00897177245905622,-0.155061416644339,152.367402726096,143.821767672633,152.210948992677,1
"3",11.8421052631579,-1.65789473684211,5.65192492302749,-0.00897177245905622,-0.155061416644339,155.647134228763,147.318849842012,155.57055646237,1
"3",12.3157894736842,-1.18421052631579,5.65192492302749,-0.00897177245905622,-0.155061416644339,159.141133473196,151.245340086149,159.451169101854,1
"3",12.7894736842105,-0.710526315789474,5.65192492302749,-0.00897177245905622,-0.155061416644339,162.497327908997,155.300625626312,162.631699832334,1
"3",13.2631578947368,-0.236842105263158,5.65192492302749,-0.00897177245905622,-0.155061416644339,165.346742975291,158.902534310577,165.288028285927,1
"3",13.7368421052632,0.236842105263158,5.65192492302749,-0.00897177245905622,-0.155061416644339,167.420011736152,161.527868011314,167.414960858903,1
"3",14.2105263157895,0.710526315789473,5.65192492302749,-0.00897177245905622,-0.155061416644339,168.835228453799,163.21874951527,168.477649020468,1
"3",14.6842105263158,1.18421052631579,5.65192492302749,-0.00897177245905622,-0.155061416644339,169.804685455503,164.310717976133,169.632486034617,1
"3",15.1578947368421,1.65789473684211,5.65192492302749,-0.00897177245905622,-0.155061416644339,170.53331454862,165.11227914445,170.367032837395,1
"3",15.6315789473684,2.13157894736842,5.65192492302749,-0.00897177245905622,-0.155061416644339,171.124929811251,165.743415921176,170.978652931759,1
"3",16.1052631578947,2.60526315789474,5.65192492302749,-0.00897177245905622,-0.155061416644339,171.609873337681,166.249985742307,171.899942623958,1
"3",16.5789473684211,3.07894736842105,5.65192492302749,-0.00897177245905622,-0.155061416644339,172.016801219521,166.674326323896,172.134006307279,1
"3",17.0526315789474,3.55263157894737,5.65192492302749,-0.00897177245905622,-0.155061416644339,172.369823702529,167.043021005462,172.278750918147,1
"3",17.5263157894737,4.02631578947368,5.65192492302749,-0.00897177245905622,-0.155061416644339,172.683837378686,167.378015967859,172.372294705169,1
"3",18,4.5,5.65192492302749,-0.00897177245905622,-0.155061416644339,172.972624470635,167.700890435359,172.866843070563,1
"4",9,-4.5,-4.16205099307446,-0.445655118040766,-0.0758599433135303,129.45134295034,128.684667116509,129.415610056276,1
"4",9.47368421052632,-4.02631578947368,-4.16205099307446,-0.445655118040766,-0.0758599433135303,132.213504854509,131.664519057453,132.194737484945,1
"4",9.94736842105263,-3.55263157894737,-4.16205099307446,-0.445655118040766,-0.0758599433135303,134.982033347717,134.644370998397,134.745113286545,1
"4",10.4210526315789,-3.07894736842105,-4.16205099307446,-0.445655118040766,-0.0758599433135303,137.832090534693,137.624275779222,137.463047649499,1
"4",10.8947368421053,-2.60526315789474,-4.16205099307446,-0.445655118040766,-0.0758599433135303,140.880865247181,140.639540611574,140.827033730187,1
"4",11.3684210526316,-2.13157894736842,-4.16205099307446,-0.445655118040766,-0.0758599433135303,144.246148076181,143.821767672633,143.728068548547,1
"4",11.8421052631579,-1.65789473684211,-4.16205099307446,-0.445655118040766,-0.0758599433135303,147.966779337958,147.318849842012,148.164343472816,1
"4",12.3157894736842,-1.18421052631579,-4.16205099307446,-0.445655118040766,-0.0758599433135303,151.693754758058,151.245340086149,151.65299849267,1
"4",12.7894736842105,-0.710526315789474,-4.16205099307446,-0.445655118040766,-0.0758599433135303,154.959169084444,155.300625626312,155.358659167313,1
"4",13.2631578947368,-0.236842105263158,-4.16205099307446,-0.445655118040766,-0.0758599433135303,157.358517189232,158.902534310577,156.918635704302,1
"4",13.7368421052632,0.236842105263158,-4.16205099307446,-0.445655118040766,-0.0758599433135303,158.952755753665,161.527868011314,158.415009231183,1
"4",14.2105263157895,0.710526315789473,-4.16205099307446,-0.445655118040766,-0.0758599433135303,160.010165032329,163.21874951527,159.888222294482,1
"4",14.6842105263158,1.18421052631579,-4.16205099307446,-0.445655118040766,-0.0758599433135303,160.788158694869,164.310717976133,160.739585537297,1
"4",15.1578947368421,1.65789473684211,-4.16205099307446,-0.445655118040766,-0.0758599433135303,161.409772854238,165.11227914445,161.270836051719,1
"4",15.6315789473684,2.13157894736842,-4.16205099307446,-0.445655118040766,-0.0758599433135303,161.912749912851,165.743415921176,162.37124319476,1
"4",16.1052631578947,2.60526315789474,-4.16205099307446,-0.445655118040766,-0.0758599433135303,162.332967104457,166.249985742307,161.6342801593,1
"4",16.5789473684211,3.07894736842105,-4.16205099307446,-0.445655118040766,-0.0758599433135303,162.696741626404,166.674326323896,163.300373470912,1
"4",17.0526315789474,3.55263157894737,-4.16205099307446,-0.445655118040766,-0.0758599433135303,163.021852309474,167.043021005462,163.265646127602,1
"4",17.5263157894737,4.02631578947368,-4.16205099307446,-0.445655118040766,-0.0758599433135303,163.32577787063,167.378015967859,163.746204495175,1
"4",18,4.5,-4.16205099307446,-0.445655118040766,-0.0758599433135303,163.624571910856,167.700890435359,163.711343893922,1
"5",9,-4.5,-9.31848176004409,-0.597452336612442,0.0180111682672231,122.613286085641,128.684667116509,122.798568349053,1
"5",9.47368421052632,-4.02631578947368,-9.31848176004409,-0.597452336612442,0.0180111682672231,125.647294891465,131.664519057453,125.382014568025,1
"5",9.94736842105263,-3.55263157894737,-9.31848176004409,-0.597452336612442,0.0180111682672231,128.681712284612,134.644370998397,129.292616250912,1
"5",10.4210526315789,-3.07894736842105,-9.31848176004409,-0.597452336612442,0.0180111682672231,131.766179170301,137.624275779222,131.633455099641,1
"5",10.8947368421053,-2.60526315789474,-9.31848176004409,-0.597452336612442,0.0180111682672231,135.04584194043,140.639540611574,135.037101798825,1
"5",11.3684210526316,-2.13157894736842,-9.31848176004409,-0.597452336612442,0.0180111682672231,138.676804482341,143.821767672633,138.46118327803,1
"5",11.8421052631579,-1.65789473684211,-9.31848176004409,-0.597452336612442,0.0180111682672231,142.740781551092,147.318849842012,142.651206738745,1
"5",12.3157894736842,-1.18421052631579,-9.31848176004409,-0.597452336612442,0.0180111682672231,146.822163280951,151.245340086149,146.887360740943,1
"5",12.7894736842105,-0.710526315789474,-9.31848176004409,-0.597452336612442,0.0180111682672231,150.301427824322,155.300625626312,150.227693217103,1
"5",13.2631578947368,-0.236842105263158,-9.31848176004409,-0.597452336612442,0.0180111682672231,152.712852590421,158.902534310577,152.766493557208,1
"5",13.7368421052632,0.236842105263158,-9.31848176004409,-0.597452336612442,0.0180111682672231,154.241713014309,161.527868011314,154.00260643062,1
"5",14.2105263157895,0.710526315789473,-9.31848176004409,-0.597452336612442,0.0180111682672231,155.244688410589,163.21874951527,155.307680385405,1
"5",14.6842105263158,1.18421052631579,-9.31848176004409,-0.597452336612442,0.0180111682672231,156.00406140926,164.310717976133,155.583952523095,1
"5",15.1578947368421,1.65789473684211,-9.31848176004409,-0.597452336612442,0.0180111682672231,156.601517682298,165.11227914445,156.367530760937,1
"5",15.6315789473684,2.13157894736842,-9.31848176004409,-0.597452336612442,0.0180111682672231,157.085177717564,165.743415921176,157.332024037831,1
"5",16.1052631578947,2.60526315789474,-9.31848176004409,-0.597452336612442,0.0180111682672231,157.494699722799,166.249985742307,157.537040196063,1
"5",16.5789473684211,3.07894736842105,-9.31848176004409,-0.597452336612442,0.0180111682672231,157.854777968016,166.674326323896,158.131903082113,1
"5",17.0526315789474,3.55263157894737,-9.31848176004409,-0.597452336612442,0.0180111682672231,158.188576405787,167.043021005462,158.529893665169,1
"5",17.5263157894737,4.02631578947368,-9.31848176004409,-0.597452336612442,0.0180111682672231,158.516756091985,167.378015967859,158.225184503367,1
"5",18,4.5,-9.31848176004409,-0.597452336612442,0.0180111682672231,158.844926381923,167.700890435359,158.687225398823,1
"6",9,-4.5,8.70202900543446,0.453073674087692,0.195646555995711,127.028308979376,128.684667116509,127.512623881759,1
"6",9.47368421052632,-4.02631578947368,8.70202900543446,0.453073674087692,0.195646555995711,130.65209800657,131.664519057453,130.727068066675,1
"6",9.94736842105263,-3.55263157894737,8.70202900543446,0.453073674087692,0.195646555995711,134.275887033763,134.644370998397,134.418777943204,1
