"id","age","x","a_i","b_i","c_i","height","height_pop","error","y","nsim"
"1",9,-4.5,-1.67218780950967,0.0884266041230287,0.590771344532465,100.321108393392,128.684667116509,0.321868021598927,100.642976414991,1
"1",9.47368421052632,-4.02631578947368,-1.67218780950967,0.0884266041230287,0.590771344532465,105.700874827887,131.664519057453,-0.297353300394312,105.403521527492,1
"1",9.94736842105263,-3.55263157894737,-1.67218780950967,0.0884266041230287,0.590771344532465,111.080641262381,134.644370998397,-0.347397673778907,110.733243588602,1
"1",10.4210526315789,-3.07894736842105,-1.67218780950967,0.0884266041230287,0.590771344532465,116.460407696875,137.624275779222,-0.307328823036847,116.153078873838,1
"1",10.8947368421053,-2.60526315789474,-1.67218780950967,0.0884266041230287,0.590771344532465,121.84017413137,140.639540611574,-1.08242421444039,120.757749916929,1
"1",11.3684210526316,-2.13157894736842,-1.67218780950967,0.0884266041230287,0.590771344532465,127.219940565864,143.821767672633,-1.20300406210373,126.01693650376,1
"1",11.8421052631579,-1.65789473684211,-1.67218780950967,0.0884266041230287,0.590771344532465,132.599707000358,147.318849842012,0.409166092663069,133.008873093021,1
"1",12.3157894736842,-1.18421052631579,-1.67218780950967,0.0884266041230287,0.590771344532465,137.9925399829,151.245340086149,0.173556441796088,138.166096424696,1
"1",12.7894736842105,-0.710526315789474,-1.67218780950967,0.0884266041230287,0.590771344532465,143.799858735365,155.300625626312,-1.18202915185353,142.617829583511,1
"1",13.2631578947368,-0.236842105263158,-1.67218780950967,0.0884266041230287,0.590771344532465,150.766070782851,158.902534310577,-0.00694304792275798,150.759127734928,1
"1",13.7368421052632,0.236842105263158,-1.67218780950967,0.0884266041230287,0.590771344532465,157.532294636753,161.527868011314,0.276939318459468,157.809233955212,1
"1",14.2105263157895,0.710526315789473,-1.67218780950967,0.0884266041230287,0.590771344532465,161.41266035604,163.21874951527,-0.118910658352461,161.293749697687,1
"1",14.6842105263158,1.18421052631579,-1.67218780950967,0.0884266041230287,0.590771344532465,163.225174801664,164.310717976133,-0.788792345361626,162.436382456303,1
"1",15.1578947368421,1.65789473684211,-1.67218780950967,0.0884266041230287,0.590771344532465,164.343612289528,165.11227914445,0.128213961295411,164.471826250823,1
"1",15.6315789473684,2.13157894736842,-1.67218780950967,0.0884266041230287,0.590771344532465,165.12438906029,165.743415921176,0.389707117680739,165.514096177971,1
"1",16.1052631578947,2.60526315789474,-1.67218780950967,0.0884266041230287,0.590771344532465,165.745915706254,166.249985742307,0.560141227884539,166.306056934138,1
"1",16.5789473684211,3.07894736842105,-1.67218780950967,0.0884266041230287,0.590771344532465,166.328068469216,166.674326323896,0.726272764020205,167.054341233237,1
"1",17.0526315789474,3.55263157894737,-1.67218780950967,0.0884266041230287,0.590771344532465,166.909965102876,167.043021005462,0.723371778465971,167.633336881342,1
"1",17.5263157894737,4.02631578947368,-1.67218780950967,0.0884266041230287,0.590771344532465,167.491861736535,167.378015967859,-0.0789770897610189,167.412884646774,1
"1",18,4.5,-1.67218780950967,0.0884266041230287,0.590771344532465,168.073758370195,167.700890435359,-1.07721307150653,166.996545298688,1
"2",9,-4.5,-7.73530063938712,-2.4596453725536,0.261457979044632,131.523047304261,128.684667116509,-0.107182917491682,131.415864386769,1
"2",9.47368421052632,-4.02631578947368,-7.73530063938712,-2.4596453725536,0.261457979044632,135.575260000079,131.664519057453,0.480792801673818,136.056052801753,1
"2",9.94736842105263,-3.55263157894737,-7.73530063938712,-2.4596453725536,0.261457979044632,140.119862035259,134.644370998397,-0.870691870745075,139.249170164514,1
"2",10.4210526315789,-3.07894736842105,-7.73530063938712,-2.4596453725536,0.261457979044632,145.32205368502,137.624275779222,0.589565319719087,145.911619004739,1
"2",10.8947368421053,-2.60526315789474,-7.73530063938712,-2.4596453725536,0.261457979044632,150.311040623136,140.639540611574,-0.00144950832031482,150.309591114815,1
"2",11.3684210526316,-2.13157894736842,-7.73530063938712,-2.4596453725536,0.261457979044632,153.875862648136,143.821767672633,-0.187201112740102,153.688661535396,1
