"id","age","x","a_i","b_i","c_i","height","height_pop","error","y","nsim"
"1",9,-4.5,-9.3138808190794,0.537444665224205,-0.285367777393011,124.747357359916,128.684667116509,0.539530376749224,125.286887736665,1
"1",9.47368421052632,-4.02631578947368,-9.3138808190794,0.537444665224205,-0.285367777393011,126.9874244977,131.664519057453,0.0330222495422647,127.020446747242,1
"1",9.94736842105263,-3.55263157894737,-9.3138808190794,0.537444665224205,-0.285367777393011,129.229544767083,134.644370998397,-1.6994242756153,127.530120491468,1
"1",10.4210526315789,-3.07894736842105,-9.3138808190794,0.537444665224205,-0.285367777393011,131.508935056089,137.624275779222,0.582265356656758,132.091200412746,1
"1",10.8947368421053,-2.60526315789474,-9.3138808190794,0.537444665224205,-0.285367777393011,133.887651841215,140.639540611574,0.937435495798092,134.825087337013,1
"1",11.3684210526316,-2.13157894736842,-9.3138808190794,0.537444665224205,-0.285367777393011,136.428522120937,143.821767672633,0.55359044750684,136.982112568444,1
"1",11.8421052631579,-1.65789473684211,-9.3138808190794,0.537444665224205,-0.285367777393011,139.19437289373,147.318849842012,1.77211796604769,140.966490859778,1
"1",12.3157894736842,-1.18421052631579,-9.3138808190794,0.537444665224205,-0.285367777393011,142.203341331893,151.245340086149,0.12411457548934,142.327455907382,1
"1",12.7894736842105,-0.710526315789474,-9.3138808190794,0.537444665224205,-0.285367777393011,145.266039890764,155.300625626312,-0.996122020131824,144.269917870632,1
"1",13.2631578947368,-0.236842105263158,-9.3138808190794,0.537444665224205,-0.285367777393011,148.132887630251,158.902534310577,1.56490796809713,149.697795598348,1
"1",13.7368421052632,0.236842105263158,-9.3138808190794,0.537444665224205,-0.285367777393011,150.554347408618,161.527868011314,1.25253910045466,151.806886509073,1
"1",14.2105263157895,0.710526315789473,-9.3138808190794,0.537444665224205,-0.285367777393011,152.365894082651,163.21874951527,-0.0808292848350984,152.285064797816,1
"1",14.6842105263158,1.18421052631579,-9.3138808190794,0.537444665224205,-0.285367777393011,153.661988372617,164.310717976133,0.775749673694034,154.437738046311,1
"1",15.1578947368421,1.65789473684211,-9.3138808190794,0.537444665224205,-0.285367777393011,154.586232215438,165.11227914445,-0.851461502977322,153.734770712461,1
"1",15.6315789473684,2.13157894736842,-9.3138808190794,0.537444665224205,-0.285367777393011,155.281966936546,165.743415921176,-0.530888915625802,154.75107802092,1
"1",16.1052631578947,2.60526315789474,-9.3138808190794,0.537444665224205,-0.285367777393011,155.85480924238,166.249985742307,1.35896682383907,157.213776066219,1
"1",16.5789473684211,3.07894736842105,-9.3138808190794,0.537444665224205,-0.285367777393011,156.333517979974,166.674326323896,-1.73071161087177,154.602806369102,1
"1",17.0526315789474,3.55263157894737,-9.3138808190794,0.537444665224205,-0.285367777393011,156.737498801849,167.043021005462,0.19619602280552,156.933694824655,1
"1",17.5263157894737,4.02631578947368,-9.3138808190794,0.537444665224205,-0.285367777393011,157.086069597698,167.378015967859,-1.79724156599627,155.288828031701,1
"1",18,4.5,-9.3138808190794,0.537444665224205,-0.285367777393011,157.394542256831,167.700890435359,0.512224978791717,157.906767235623,1
"2",9,-4.5,-7.05824255223995,-0.910809725042584,-0.0276961083376532,128.070860327676,128.684667116509,-0.360090160381938,127.710770167294,1
"2",9.47368421052632,-4.02631578947368,-7.05824255223995,-0.910809725042584,-0.0276961083376532,130.969769420674,131.664519057453,0.748888271725822,131.7186576924,1
"2",9.94736842105263,-3.55263157894737,-7.05824255223995,-0.910809725042584,-0.0276961083376532,133.914421658153,134.644370998397,0.275349929294194,134.189771587447,1
"2",10.4210526315789,-3.07894736842105,-7.05824255223995,-0.910809725042584,-0.0276961083376532,137.032156199902,137.624275779222,-0.122394964010543,136.909761235891,1
"2",10.8947368421053,-2.60526315789474,-7.05824255223995,-0.910809725042584,-0.0276961083376532,140.459074405651,140.639540611574,-0.0888127432397695,140.370261662412,1
"2",11.3684210526316,-2.13157894736842,-7.05824255223995,-0.910809725042584,-0.0276961083376532,144.293746015391,143.821767672633,0.906796621654859,145.200542637046,1
"2",11.8421052631579,-1.65789473684211,-7.05824255223995,-0.910809725042584,-0.0276961083376532,148.237565924636,147.318849842012,0.261220811750086,148.498786736387,1
"2",12.3157894736842,-1.18421052631579,-7.05824255223995,-0.910809725042584,-0.0276961083376532,151.753121543224,151.245340086149,-0.644112095084652,151.109009448139,1
"2",12.7894736842105,-0.710526315789474,-7.05824255223995,-0.910809725042584,-0.0276961083376532,154.350681696607,155.300625626312,0.0114124272768722,154.362094123884,1
"2",13.2631578947368,-0.236842105263158,-7.05824255223995,-0.910809725042584,-0.0276961083376532,156.047357112077,158.902534310577,-0.146512121360775,155.900844990716,1
"2",13.7368421052632,0.236842105263158,-7.05824255223995,-0.910809725042584,-0.0276961083376532,157.150791543075,161.527868011314,0.136449145741376,157.287240688817,1
"2",14.2105263157895,0.710526315789473,-7.05824255223995,-0.910809725042584,-0.0276961083376532,157.954743453858,163.21874951527,-0.676446559788806,157.278296894069,1
"2",14.6842105263158,1.18421052631579,-7.05824255223995,-0.910809725042584,-0.0276961083376532,158.59076712403,164.310717976133,0.283738044112566,158.874505168142,1
"2",15.1578947368421,1.65789473684211,-7.05824255223995,-0.910809725042584,-0.0276961083376532,159.101799825652,165.11227914445,1.23486538118512,160.336665206837,1
"2",15.6315789473684,2.13157894736842,-7.05824255223995,-0.910809725042584,-0.0276961083376532,159.528368272251,165.743415921176,0.737615954216767,160.265984226468,1
"2",16.1052631578947,2.60526315789474,-7.05824255223995,-0.910809725042584,-0.0276961083376532,159.897667548781,166.249985742307,0.440484480839661,160.33815202962,1
"2",16.5789473684211,3.07894736842105,-7.05824255223995,-0.910809725042584,-0.0276961083376532,160.229953108334,166.674326323896,-1.11891937625538,159.111033732079,1
"2",17.0526315789474,3.55263157894737,-7.05824255223995,-0.910809725042584,-0.0276961083376532,160.545405017569,167.043021005462,-2.14249929245129,158.402905725118,1
"2",17.5263157894737,4.02631578947368,-7.05824255223995,-0.910809725042584,-0.0276961083376532,160.858913172944,167.378015967859,0.167148521447192,161.026061694392,1
"2",18,4.5,-7.05824255223995,-0.910809725042584,-0.0276961083376532,161.17242132832,167.700890435359,0.060152032651301,161.232573360971,1
"3",9,-4.5,5.65192492302749,-0.00897177245905622,-0.155061416644339,138.966146728526,128.684667116509,-0.507052839664004,138.459093888862,1
"3",9.47368421052632,-4.02631578947368,5.65192492302749,-0.00897177245905622,-0.155061416644339,141.517980427529,131.664519057453,-1.41107997935063,140.106900448178,1
"3",9.94736842105263,-3.55263157894737,5.65192492302749,-0.00897177245905622,-0.155061416644339,144.07133651428,134.644370998397,-0.0369626523534882,144.034373861926,1
"3",10.4210526315789,-3.07894736842105,5.65192492302749,-0.00897177245905622,-0.155061416644339,146.669980592563,137.624275779222,-0.246710190750045,146.423270401813,1
"3",10.8947368421053,-2.60526315789474,5.65192492302749,-0.00897177245905622,-0.155061416644339,149.40437613155,140.639540611574,0.362054099342441,149.766430230893,1
"3",11.3684210526316,-2.13157894736842,5.65192492302749,-0.00897177245905622,-0.155061416644339,152.367402726096,143.821767672633,-0.460876680819656,151.906526045277,1
"3",11.8421052631579,-1.65789473684211,5.65192492302749,-0.00897177245905622,-0.155061416644339,155.647134228763,147.318849842012,-0.230436124440102,155.416698104323,1
"3",12.3157894736842,-1.18421052631579,5.65192492302749,-0.00897177245905622,-0.155061416644339,159.141133473196,151.245340086149,0.953895479662278,160.095028952858,1
"3",12.7894736842105,-0.710526315789474,5.65192492302749,-0.00897177245905622,-0.155061416644339,162.497327908997,155.300625626312,0.422144850772015,162.919472759769,1
"3",13.2631578947368,-0.236842105263158,5.65192492302749,-0.00897177245905622,-0.155061416644339,165.346742975291,158.902534310577,-0.187693464590237,165.159049510701,1
"3",13.7368421052632,0.236842105263158,5.65192492302749,-0.00897177245905622,-0.155061416644339,167.420011736152,161.527868011314,-0.0163486132806594,167.403663122872,1
